"","source","publishedAt","urlToImage","author","title","description","url","content","category"
"45","Archdaily.com",2019-01-25 12:00:00,"https://images.adsttc.com/media/images/5bf2/d7f5/08a5/e546/9600/00c6/large_jpg/FEATURE_IMAGE.jpg?1542641636","Pilar Caballero","Cookie Street / Arquea Arquitetos","Completed in 2018 in Centro, Brazil. Images by Eduardo Macarios. Cookie Street is a cookie shop located in the heart of Curitiba. With a much-reduced area, the tiny franchise of Cookie Stories has its project...","https://www.archdaily.com/906144/cookie-street-arquea-arquitetos","© Eduardo Macarios
+ 12
© Eduardo Macarios
Text description provided by the architects. Cookie Street is a cookie shop located in the heart of Curitiba.
With a much-reduced area, the tiny franchise of Cookie Stories has its project based on a single outst… [+885 chars]",NA
"46","Archdaily.com",2019-02-12 14:00:00,"https://images.adsttc.com/media/images/5c05/6592/08a5/e5e6/c000/0222/large_jpg/FEATURE_IMAGE.jpg?1543857472","Pilar Caballero","Living House / Play Arquitetura","The installation was part of the 24th annual Architecture and Decoration exhibition, CASACOR Minas, which took place in the city of Belo Horizonte, MG-Brazil, between August and September of 2018. The event happened in a building listed by the Historical Heri…","https://www.archdaily.com/907083/living-house-play-arquitetura","© Jomar Bragança
+ 36
© Jomar Bragança
Text description provided by the architects. The installation was part of the 24th annual Architecture and Decoration exhibition, CASACOR Minas, which took place in the city of Belo Horizonte, MG-Brazil, between Augus… [+2214 chars]",NA
"47","Autosport.com",2019-01-19 12:26:12,"https://d2d0b2rxqzh1q5.cloudfront.net/sv/2.183/dir/681/image/681d87599d810b0ef550e81014324ac9.jpg","","Formula 1 reports TV and digital growth for 2018 season","Formula 1 has released figures to outline a ""significant increase"" in audience figures across TV and digital platforms in 2018, the second year of Liberty Media's ownership.","https://www.autosport.com/f1/news/141088/f1-reports-tv-and-digital-growth-for-2018","Formula 1 has released figures to outline a ""significant increase"" in audience figures across TV and digital platforms in 2018, the second year of Liberty Media's ownership.
Figures released by the championship state that 490.2m unique figures were registere… [+1700 chars]",NA
"48","BBC News",2019-02-05 04:47:36,"https://ichef.bbci.co.uk/images/ic/1024x576/p06zwfy3.jpg","https://www.facebook.com/bbcnews","Venezuela crisis: Juan Guaidó backed by Lima Group","A group of Latin American nations and Canada urge Venezuela's army to support the opposition leader.","https://www.bbc.co.uk/news/world-latin-america-47126434","Media captionWhy Venezuela matters to the US... and vice versa
A group of Latin American countries and Canada has urged the Venezuelan military to support opposition leader Juan Guaidó as interim president.
In a statement, 11 of the 14 members of the Lima G… [+3635 chars]","general"
"49","BBC News",2019-01-25 22:27:16,"https://ichef.bbci.co.uk/news/1024/branded_news/4168/production/_105344761_hi051900556.jpg","https://www.facebook.com/bbcnews","Deadly Brazil dam collapse","Many people are feared dead after a dam collapsed at an iron-ore mine in south-eastern Brazil.","https://www.bbc.co.uk/news/world-latin-america-47007679",NA,"general"
"50","BBC News",2019-02-02 00:26:14,"https://ichef.bbci.co.uk/news/1024/branded_news/15057/production/_105430168_b4364e0a-d329-40f2-931f-26adc301336a.jpg","https://www.facebook.com/bbcnews","Week in pictures: 26 January - 1 February 2019","A selection of the best news photographs from around the world, taken over the past week.","https://www.bbc.co.uk/news/in-pictures-47087654","Our selection of some of the most striking news photographs taken around the world this week.
Image copyrightMonica Almeida / ReutersImage caption
 Angela Bassett, Lupita Nyong'o and Danai Gurira pose backstage with their Outstanding Performance by a Cast i… [+2521 chars]","general"
"51","BBC News",2019-01-28 17:52:10,"https://ichef.bbci.co.uk/images/ic/1024x576/p06z5wyh.jpg","https://www.facebook.com/bbcnews","Brumadinho dam: Anger grows towards Brazil mine firm Vale","Politicians say Vale SA must be held responsible for last week's disaster with hundreds feared dead.","https://www.bbc.co.uk/news/world-latin-america-47031583","Media captionRescuers are searching for hundreds of people, missing after a dam collapse caused a huge mudslide
Senior Brazilian politicians have called for Vale SA to be held to account for last week's dam disaster, as anger grows towards the mining firm.
… [+4720 chars]","general"
"52","BBC News",2019-02-16 06:45:13,"https://ichef.bbci.co.uk/onesport/cps/624/cpsprodpb/3A45/production/_105671941_sancho_reuters.jpg",NA,"Football gossip: Sancho, Ozil, Higuain, Skriniar, Fekir, Llorente","Man Utd make Jadon Sancho approach, Mesut Ozil is refusing to leave Arsenal on loan and Chelsea try to lower price for Gonzalo Higuain, plus more.","https://www.bbc.co.uk/sport/47263773","Manchester United have made an approach for Borussia Dortmund's English winger Jadon Sancho, 18, who is valued at £70m after leaving Manchester City for £8m in 2017. (Sun)
Arsenal midfielder Mesut Ozil will not leave the club on loan this summer as the club … [+1985 chars]","general"
"53","BBC News",2019-02-05 13:53:53,"https://ichef.bbci.co.uk/onesport/cps/624/cpsprodpb/1735C/production/_105486059_neymar_birthday.jpg",NA,"Neymar: Tearful Brazil and PSG player wishes for 'new metatarsal' at birthday party","Neymar breaks down in tears at his 27th birthday party and wishes for a ""new metatarsal"" in his speech.","https://www.bbc.co.uk/sport/football/47130919","Neymar celebrated his 27th birthday with a ""Nuit Rouge"" theme
What do you buy the man who has everything? In Neymar's case, the present he wants, he can't have. The Paris St-Germain star gave a tearful speech at his 27th birthday party where he wished for a … [+1741 chars]","general"
"54","BBC News",2019-01-30 16:53:32,"https://ichef.bbci.co.uk/news/1024/branded_news/08FC/production/_105400320_befunky-collage-1.jpg","https://www.facebook.com/bbcnews","Maduro and Guaidó: Who is supporting whom in Venezuela?","The international community is split over who it recognises as the country's current president.","https://www.bbc.co.uk/news/world-latin-america-47053701","Image copyrightGetty/EPA
The ongoing political crisis in Venezuela has divided the international community - some back President Nicolás Maduro and others support the man challenging him.
Juan Guaidó, who is head of the National Assembly, declared himself a… [+8130 chars]","general"
"55","BBC News",2019-02-06 22:58:25,"https://ichef.bbci.co.uk/news/1024/branded_news/9622/production/_105543483_gettyimages-943255762.jpg","https://www.facebook.com/bbcnews","Lula: Brazil court adds 13 years to ex-president's sentence","The former president receives a further sentence of 12 years and 11 months for corruption.","https://www.bbc.co.uk/news/world-latin-america-47151645","Image copyrightAFP/GettyImage caption
 Lula has denied all the charges and claims they are politically motivated
A Brazilian court has sentenced former President Luiz Inácio Lula da Silva to a further 12 years and 11 months in prison for corruption. 
Lula,… [+2238 chars]","general"
"56","BBC News",2019-02-07 17:22:14,"https://ichef.bbci.co.uk/news/1024/branded_news/14F37/production/_105551858_mediaitem105551857.jpg","https://www.facebook.com/bbcnews","'Time bomb' warning on mining dam disasters","The catastrophic collapse of a dam at a mine in Brazil has exposed a darker side of an industry that the world depends on.","https://www.bbc.co.uk/news/science-environment-47159216","Image caption
 A sign warns against contamination at the site
The catastrophic collapse of a dam at a mine in Brazil has exposed a darker side of an industry that the world depends on. 
At nearly 800 sites across the country and thousands more around the w… [+6464 chars]","general"
"57","BBC News",2019-02-04 00:00:25,"https://ichef.bbci.co.uk/news/1024/branded_news/2C02/production/_105466211_screenshot2019-02-03at21.56.31.png","https://www.facebook.com/bbcnews","Brazil dam collapse: The crucial questions","The full story of the Brumadinho dam disaster could take many months to emerge, the BBC's David Shukman says.","https://www.bbc.co.uk/news/world-latin-america-47111908","Image caption
 The torrent of toxic sludge buried homes, the mine's cafeteria and administrative buildings
Every day since the catastrophic dam collapse in Brazil, new allegations have surfaced about what went wrong. 
While rescue teams still search the sl… [+5558 chars]","general"
"58","BBC News",2019-01-25 18:54:23,"https://ichef.bbci.co.uk/news/1024/branded_news/12222/production/_105347247_p06z49sx.jpg","BBC News","Brazil dam collapse: Aftermath caught on camera","Aerial footage shows mud covering the ground in the southeast of the country.","https://www.bbc.co.uk/news/av/world-latin-america-47009659/brazil-dam-collapse-aftermath-caught-on-camera",NA,"general"
"59","BBC News",2019-02-04 01:02:57,"https://ichef.bbci.co.uk/news/1024/branded_news/0995/production/_105435420_gettyimages-1016510872.jpg","https://www.facebook.com/bbcnews","Which countries eat the most meat?","Many in the West say they are trying to cut down on meat, but the reality is a different story.","https://www.bbc.co.uk/news/health-47057341","Image copyrightGetty Images
You may have heard an increasing number of people vow to reduce their meat eating lately - or cut it out altogether.
This often forms part of a bid to become healthier, reduce their environmental impact, or consider animal welfar… [+6428 chars]","general"
"60","BBC News",2019-01-20 18:53:12,"https://ichef.bbci.co.uk/onesport/cps/624/cpsprodpb/EF6F/production/_105259216_delealli.jpg",NA,"Dele Alli: Tottenham midfielder suffers hamstring injury at Fulham","Dele Alli suffers a hamstring injury in Tottenham's 2-1 win at Fulham, to compound their injury problem","https://www.bbc.co.uk/sport/football/46940296","Alli limped off in the 86th minute at Craven Cottage
Dele Alli suffered a hamstring injury in Tottenham's 2-1 win at Fulham, to compound the north London club's growing injury problems.
The England midfielder, 22, scored Spurs' equaliser at Craven Cottage, … [+1317 chars]","general"
"61","BBC News",2019-02-01 00:47:43,"https://ichef.bbci.co.uk/news/1024/branded_news/CBC0/production/_105406125_gettyimages-1088569234.jpg","https://www.facebook.com/bbcnews","Brazil dam disaster: How do you clear tonnes of toxic sludge?","Hundreds of people in Brazil are still missing after a dam used to store mining waste collapsed.","https://www.bbc.co.uk/news/world-latin-america-47061559","Image copyrightAFP
Dozens of people died and hundreds are still missing after a dam collapsed at an iron ore mine in Brazil. 
The rupture released a sea of contaminated muddy sludge, in some places up to 15m (50ft) deep, sliding towards the town of Brumadin… [+5792 chars]","general"
"62","BBC News",2019-01-26 21:16:25,"https://ichef.bbci.co.uk/images/ic/1024x576/p06z5wyh.jpg","https://www.facebook.com/bbcnews","Brumadinho dam collapse: Hope fades for hundreds missing in Brazil","At least 34 people are confirmed dead as rescue teams try to locate hundreds buried beneath sludge.","https://www.bbc.co.uk/news/world-latin-america-47017551","Media playback is unsupported on your device
Media captionRescuers are searching for hundreds of people, missing after a dam collapse caused a huge mudslide
At least 34 people have been killed and about 300 others remain missing after a dam collapsed at an … [+4880 chars]","general"
